Nr. Pomiaru,Data,Ciężar ładunku [T],Długość wysięgnika [m],Odległość od osi [m],Wysokość podnoszenia [m],"Maksymalne, chwilowe zużycie energii elektrycznej [kW]",Dzienne zużycie energii elektrycznej [kW/8h],Cena energii elektrycznej [kWh],Koszt dzienny [PLN],Prędkość wiatru [m/s],Temperatura [C],Ciśnienie [hPa],Miesiąc
643,2022-09-30,1,62.8,45,42,39.6,79.2,0.4843,38.35656,2.5,11.0,1012.0,9
644,2022-09-30,5,62.8,45,42,39.6,79.2,0.4843,38.35656,2.5,11.0,1012.0,9
645,2022-09-30,5,62.8,45,42,39.6,79.2,0.4843,38.35656,2.5,11.0,1012.0,9
646,2022-03-10,1,67.3,60,29,40.0,80.1,0.4843,38.79243,8.96,10.0,1015.0,3
647,2022-03-10,5,67.3,60,29,40.0,80.1,0.4843,38.79243,8.96,10.0,1015.0,3
648,2022-03-10,8,67.3,60,29,40.0,80.1,0.4843,38.79243,8.96,10.0,1015.0,3
649,2022-04-10,1,67.3,33,56,39.6,79.2,0.4843,38.35656,5.42,10.0,1021.0,4
650,2022-04-10,1,67.3,33,56,39.6,79.2,0.4843,38.35656,5.42,10.0,1021.0,4
651,2022-04-10,1,67.3,33,56,39.6,79.2,0.4843,38.35656,5.42,10.0,1021.0,4
652,2022-05-10,5,72.0,68,21,39.8,79.2,0.4843,38.35656,3.26,11.0,1023.0,5
653,2022-05-10,8,72.0,68,21,39.8,79.2,0.4843,38.35656,3.26,11.0,1023.0,5
654,2022-05-10,15,72.0,68,21,39.8,79.2,0.4843,38.35656,3.26,11.0,1023.0,5
655,2022-06-10,1,72.0,65,29,39.6,79.2,0.4843,38.35656,5.49,14.0,1027.0,6
656,2022-06-10,5,72.0,65,29,39.6,79.2,0.4843,38.35656,5.49,14.0,1027.0,6
657,2022-06-10,5,72.0,65,29,39.6,79.2,0.4843,38.35656,5.49,14.0,1027.0,6
658,2022-07-10,1,72.0,53,46,39.6,79.2,0.4843,38.35656,2.64,14.0,1026.0,7
659,2022-07-10,1,72.0,53,46,39.6,79.2,0.4843,38.35656,2.64,14.0,1026.0,7
660,2022-07-10,1,72.0,53,46,39.6,79.2,0.4843,38.35656,2.64,14.0,1026.0,7
661,2022-10-10,1,72.0,40,57,39.8,79.2,0.4843,38.35656,2.92,10.0,1023.0,10
662,2022-10-10,1,72.0,40,57,39.8,79.2,0.4843,38.35656,2.92,10.0,1023.0,10
663,2022-10-10,1,72.0,40,57,39.8,79.2,0.4843,38.35656,2.92,10.0,1023.0,10
664,2022-11-10,1,72.0,32,62,39.6,79.2,0.4843,38.35656,3.75,12.0,1024.0,11
665,2022-11-10,1,72.0,32,62,39.6,79.2,0.4843,38.35656,3.75,12.0,1024.0,11
666,2022-11-10,1,72.0,32,62,39.6,79.2,0.4843,38.35656,3.75,12.0,1024.0,11
667,2022-12-10,15,13.2,12,3,40.0,80.1,0.4843,38.79243,2.36,9.0,1026.0,12
668,2022-12-10,25,13.2,12,3,40.0,80.1,0.4843,38.79243,2.36,9.0,1026.0,12
669,2022-12-10,40,13.2,12,3,40.0,80.1,0.4843,38.79243,2.36,9.0,1026.0,12
670,2022-10-13,15,13.2,9,7,39.6,79.2,0.4843,38.35656,2.01,9.0,1023.0,10
671,2022-10-13,25,13.2,9,7,39.6,79.2,0.4843,38.35656,2.01,9.0,1023.0,10
672,2022-10-13,40,13.2,9,7,39.6,79.2,0.4843,38.35656,2.01,9.0,1023.0,10
673,2022-10-14,15,13.2,5,10,39.8,79.2,0.4843,38.35656,1.53,12.0,1018.0,10
674,2022-10-14,25,13.2,5,10,39.8,79.2,0.4843,38.35656,1.53,12.0,1018.0,10
675,2022-10-14,40,13.2,5,10,39.8,79.2,0.4843,38.35656,1.53,12.0,1018.0,10
676,2022-10-17,15,17.7,17,4,39.6,79.2,0.4843,38.35656,1.88,15.0,1028.0,10
677,2022-10-17,25,17.7,17,4,39.6,79.2,0.4843,38.35656,1.88,15.0,1028.0,10
678,2022-10-17,40,17.7,17,4,39.6,79.2,0.4843,38.35656,1.88,15.0,1028.0,10
679,2022-10-18,15,17.7,15,8,40.0,80.1,0.4843,38.79243,5.07,15.0,1024.0,10
680,2022-10-18,25,17.7,15,8,40.0,80.1,0.4843,38.79243,5.07,15.0,1024.0,10
681,2022-10-18,40,17.7,15,8,40.0,80.1,0.4843,38.79243,5.07,15.0,1024.0,10
682,2022-10-19,15,22.2,20,4,39.6,79.2,0.4843,38.35656,6.25,10.0,1024.0,10
683,2022-10-19,25,22.2,20,4,39.6,79.2,0.4843,38.35656,6.25,10.0,1024.0,10
684,2022-10-19,40,22.2,20,4,39.6,79.2,0.4843,38.35656,6.25,10.0,1024.0,10
685,2022-10-20,15,22.2,19,10,39.8,79.2,0.4843,38.35656,3.89,8.0,1027.0,10
686,2022-10-20,25,22.2,19,10,39.8,79.2,0.4843,38.35656,3.89,8.0,1027.0,10
687,2022-10-20,40,22.2,19,10,39.8,79.2,0.4843,38.35656,3.89,8.0,1027.0,10
688,2022-10-21,15,26.7,26,4,39.6,79.2,0.4843,38.35656,2.43,8.0,1018.0,10
689,2022-10-21,25,26.7,26,4,39.6,79.2,0.4843,38.35656,2.43,8.0,1018.0,10
690,2022-10-21,40,26.7,26,4,39.6,79.2,0.4843,38.35656,2.43,8.0,1018.0,10
691,2022-10-24,15,26.7,23,11,40.0,80.1,0.4843,38.79243,2.5,14.0,1015.0,10
692,2022-10-24,25,26.7,23,11,40.0,80.1,0.4843,38.79243,2.5,14.0,1015.0,10
693,2022-10-24,40,26.7,23,11,40.0,80.1,0.4843,38.79243,2.5,14.0,1015.0,10
694,2022-10-25,15,31.3,30,5,40.0,80.1,0.4843,38.79243,5.97,14.0,1017.0,10
695,2022-10-25,25,31.3,30,5,40.0,80.1,0.4843,38.79243,5.97,14.0,1017.0,10
696,2022-10-25,40,31.3,30,5,40.0,80.1,0.4843,38.79243,5.97,14.0,1017.0,10
697,2022-10-26,15,31.3,29,10,39.6,79.2,0.4843,38.35656,2.5,12.0,1021.0,10
698,2022-10-26,25,31.3,29,10,39.6,79.2,0.4843,38.35656,2.5,12.0,1021.0,10
699,2022-10-26,40,31.3,29,10,39.6,79.2,0.4843,38.35656,2.5,12.0,1021.0,10
700,2022-10-27,15,35.8,36,5,39.8,79.2,0.4843,38.35656,2.36,12.0,1028.0,10
701,2022-10-27,25,35.8,36,5,39.8,79.2,0.4843,38.35656,2.36,12.0,1028.0,10
702,2022-10-27,40,35.8,36,5,39.8,79.2,0.4843,38.35656,2.36,12.0,1028.0,10
703,2022-10-28,15,35.8,33,11,39.6,79.2,0.4843,38.35656,3.47,14.0,1025.0,10
704,2022-10-28,25,35.8,33,11,39.6,79.2,0.4843,38.35656,3.47,14.0,1025.0,10
705,2022-10-28,40,35.8,33,11,39.6,79.2,0.4843,38.35656,3.47,14.0,1025.0,10
706,2022-10-31,15,40.3,39,7,40.0,80.1,0.4843,38.79243,2.08,15.0,1021.0,10
707,2022-10-31,25,40.3,39,7,40.0,80.1,0.4843,38.79243,2.08,15.0,1021.0,10
708,2022-10-31,40,40.3,39,7,40.0,80.1,0.4843,38.79243,2.08,15.0,1021.0,10
709,2022-01-12,5,13.2,12,3,39.6,79.2,0.4843,38.35656,5.14,0.0,1027.0,1
710,2022-01-12,8,13.2,12,3,39.6,79.2,0.4843,38.35656,5.14,0.0,1027.0,1
711,2022-01-12,15,13.2,12,3,39.6,79.2,0.4843,38.35656,5.14,0.0,1027.0,1
712,2022-02-12,5,13.2,5,10,39.8,79.2,0.4843,38.35656,4.24,-1.0,1025.0,2
713,2022-02-12,8,13.2,5,10,39.8,79.2,0.4843,38.35656,4.24,-1.0,1025.0,2
714,2022-02-12,15,13.2,5,10,39.8,79.2,0.4843,38.35656,4.24,-1.0,1025.0,2
715,2022-05-12,5,17.7,17,4,39.6,79.2,0.4843,38.35656,1.67,2.0,1020.0,5
716,2022-05-12,8,17.7,17,4,39.6,79.2,0.4843,38.35656,1.67,2.0,1020.0,5
717,2022-05-12,15,17.7,17,4,39.6,79.2,0.4843,38.35656,1.67,2.0,1020.0,5
718,2022-06-12,5,17.7,8,14,40.0,80.1,0.4843,38.79243,5.28,3.0,1013.0,6
719,2022-06-12,8,17.7,8,14,40.0,80.1,0.4843,38.79243,5.28,3.0,1013.0,6
720,2022-06-12,15,17.7,8,14,40.0,80.1,0.4843,38.79243,5.28,3.0,1013.0,6
721,2022-07-12,5,22.2,20,4,39.6,79.2,0.4843,38.35656,6.32,3.0,1011.0,7
722,2022-07-12,8,22.2,20,4,39.6,79.2,0.4843,38.35656,6.32,3.0,1011.0,7
723,2022-07-12,15,22.2,20,4,39.6,79.2,0.4843,38.35656,6.32,3.0,1011.0,7
724,2022-08-12,5,22.2,9,19,39.8,79.2,0.4843,38.35656,3.82,2.0,1012.0,8
725,2022-08-12,8,22.2,9,19,39.8,79.2,0.4843,38.35656,3.82,2.0,1012.0,8
726,2022-08-12,15,22.2,9,19,39.8,79.2,0.4843,38.35656,3.82,2.0,1012.0,8
727,2022-09-12,5,26.7,26,4,39.6,79.2,0.4843,38.35656,3.82,1.0,1007.0,9
728,2022-09-12,8,26.7,26,4,39.6,79.2,0.4843,38.35656,3.82,1.0,1007.0,9
729,2022-09-12,15,26.7,26,4,39.6,79.2,0.4843,38.35656,3.82,1.0,1007.0,9
730,2022-12-12,5,26.7,4,24,40.0,80.1,0.4843,38.79243,5.35,-3.0,1005.0,12
731,2022-12-12,8,26.7,4,24,40.0,80.1,0.4843,38.79243,5.35,-3.0,1005.0,12
732,2022-12-12,15,26.7,4,24,40.0,80.1,0.4843,38.79243,5.35,-3.0,1005.0,12
733,2022-12-13,5,31.3,30,5,40.0,80.1,0.4843,38.79243,4.93,-8.0,1014.0,12
734,2022-12-13,8,31.3,30,5,40.0,80.1,0.4843,38.79243,4.93,-8.0,1014.0,12
735,2022-12-13,15,31.3,30,5,40.0,80.1,0.4843,38.79243,4.93,-8.0,1014.0,12
736,2022-12-14,5,31.3,8,28,39.6,79.2,0.4843,38.35656,1.81,-7.0,1009.0,12
737,2022-12-14,8,31.3,8,28,39.6,79.2,0.4843,38.35656,1.81,-7.0,1009.0,12
738,2022-12-14,15,31.3,8,28,39.6,79.2,0.4843,38.35656,1.81,-7.0,1009.0,12
739,2022-12-15,5,35.8,36,5,39.8,79.2,0.4843,38.35656,2.92,-2.0,1011.0,12
740,2022-12-15,8,35.8,36,5,39.8,79.2,0.4843,38.35656,2.92,-2.0,1011.0,12
741,2022-12-15,15,35.8,36,5,39.8,79.2,0.4843,38.35656,2.92,-2.0,1011.0,12
742,2022-12-16,5,35.8,25,24,39.6,79.2,0.4843,38.35656,3.75,-1.0,1007.0,12
743,2022-12-16,8,35.8,25,24,39.6,79.2,0.4843,38.35656,3.75,-1.0,1007.0,12
744,2022-12-16,15,35.8,25,24,39.6,79.2,0.4843,38.35656,3.75,-1.0,1007.0,12
745,2022-12-19,5,35.8,10,32,40.0,80.1,0.4843,38.79243,1.32,-8.0,1034.0,12
746,2022-12-19,8,35.8,10,32,40.0,80.1,0.4843,38.79243,1.32,-8.0,1034.0,12
747,2022-12-19,15,35.8,10,32,40.0,80.1,0.4843,38.79243,1.32,-8.0,1034.0,12
748,2022-12-20,5,40.3,39,7,39.6,79.2,0.4843,38.35656,2.22,-2.0,1025.0,12
749,2022-12-20,8,40.3,39,7,39.6,79.2,0.4843,38.35656,2.22,-2.0,1025.0,12
750,2022-12-20,15,40.3,39,7,39.6,79.2,0.4843,38.35656,2.22,-2.0,1025.0,12
751,2022-12-21,5,40.3,32,22,39.8,79.2,0.4843,38.35656,2.5,-1.0,1017.0,12
752,2022-12-21,8,40.3,32,22,39.8,79.2,0.4843,38.35656,2.5,-1.0,1017.0,12
753,2022-12-21,15,40.3,32,22,39.8,79.2,0.4843,38.35656,2.5,-1.0,1017.0,12
754,2022-12-22,1,40.3,13,36,39.6,79.2,0.4843,38.35656,3.89,3.0,1011.0,12
755,2022-12-22,5,40.3,13,36,39.6,79.2,0.4843,38.35656,3.89,3.0,1011.0,12
756,2022-12-22,8,40.3,13,36,39.6,79.2,0.4843,38.35656,3.89,3.0,1011.0,12
757,2022-12-23,5,44.8,43,7,40.0,80.1,0.4843,38.79243,3.47,3.0,1008.0,12
758,2022-12-23,8,44.8,43,7,40.0,80.1,0.4843,38.79243,3.47,3.0,1008.0,12
759,2022-12-23,15,44.8,43,7,40.0,80.1,0.4843,38.79243,3.47,3.0,1008.0,12
760,2022-12-27,1,44.8,15,40,40.0,80.1,0.4843,38.79243,8.61,5.0,1024.0,12
761,2022-12-27,5,44.8,15,40,40.0,80.1,0.4843,38.79243,8.61,5.0,1024.0,12
762,2022-12-27,8,44.8,15,40,40.0,80.1,0.4843,38.79243,8.61,5.0,1024.0,12
763,2022-12-28,5,49.3,47,9,39.6,79.2,0.4843,38.35656,3.82,2.0,1022.0,12
764,2022-12-28,8,49.3,47,9,39.6,79.2,0.4843,38.35656,3.82,2.0,1022.0,12
765,2022-12-28,15,49.3,47,9,39.6,79.2,0.4843,38.35656,3.82,2.0,1022.0,12
766,2022-12-29,5,49.3,42,24,39.8,79.2,0.4843,38.35656,2.99,4.0,1015.0,12
767,2022-12-29,8,49.3,42,24,39.8,79.2,0.4843,38.35656,2.99,4.0,1015.0,12
768,2022-12-29,15,49.3,42,24,39.8,79.2,0.4843,38.35656,2.99,4.0,1015.0,12
769,2022-12-30,1,49.3,28,42,39.6,79.2,0.4843,38.35656,2.64,5.0,1019.0,12
770,2022-12-30,5,49.3,28,42,39.6,79.2,0.4843,38.35656,2.64,5.0,1019.0,12
771,2022-12-30,8,49.3,28,42,39.6,79.2,0.4843,38.35656,2.64,5.0,1019.0,12
772,2023-01-01,1,49.3,11,46,40.0,80.1,0.4843,38.79243,3.19,10.0,1023.0,1
773,2023-01-01,5,49.3,11,46,40.0,80.1,0.4843,38.79243,3.19,10.0,1023.0,1
774,2023-01-01,5,49.3,11,46,40.0,80.1,0.4843,38.79243,3.19,10.0,1023.0,1
775,2023-02-01,5,53.8,51,10,39.6,79.2,0.4843,38.35656,3.61,8.0,1022.0,2
776,2023-02-01,8,53.8,51,10,39.6,79.2,0.4843,38.35656,3.61,8.0,1022.0,2
777,2023-02-01,15,53.8,51,10,39.6,79.2,0.4843,38.35656,3.61,8.0,1022.0,2
778,2023-03-01,1,53.8,36,38,39.8,79.2,0.4843,38.35656,3.68,6.0,1028.0,3
779,2023-03-01,5,53.8,36,38,39.8,79.2,0.4843,38.35656,3.68,6.0,1028.0,3
780,2023-03-01,8,53.8,36,38,39.8,79.2,0.4843,38.35656,3.68,6.0,1028.0,3
781,2023-04-01,1,53.8,19,48,39.6,79.2,0.4843,38.35656,9.72,5.0,1025.0,4
782,2023-04-01,5,53.8,19,48,39.6,79.2,0.4843,38.35656,9.72,5.0,1025.0,4
783,2023-04-01,5,53.8,19,48,39.6,79.2,0.4843,38.35656,9.72,5.0,1025.0,4
784,2023-05-01,5,58.3,57,11,39.6,79.2,0.4843,38.35656,11.04,7.0,1010.0,5
785,2023-05-01,8,58.3,57,11,39.6,79.2,0.4843,38.35656,11.04,7.0,1010.0,5
786,2023-05-01,15,58.3,57,11,39.6,79.2,0.4843,38.35656,11.04,7.0,1010.0,5
787,2023-06-01,1,58.3,46,34,39.8,79.2,0.4843,38.35656,6.46,6.0,1023.0,6
788,2023-06-01,5,58.3,46,34,39.8,79.2,0.4843,38.35656,6.46,6.0,1023.0,6
789,2023-06-01,8,58.3,46,34,39.8,79.2,0.4843,38.35656,6.46,6.0,1023.0,6
790,2023-07-01,1,58.3,21,52,39.6,79.2,0.4843,38.35656,4.86,5.0,1021.0,7
791,2023-07-01,1,58.3,21,52,39.6,79.2,0.4843,38.35656,4.86,5.0,1021.0,7
792,2023-07-01,1,58.3,21,52,39.6,79.2,0.4843,38.35656,4.86,5.0,1021.0,7
793,2023-08-01,5,62.8,61,12,40.0,80.1,0.4843,38.79243,2.01,5.0,1013.0,8
794,2023-08-01,8,62.8,61,12,40.0,80.1,0.4843,38.79243,2.01,5.0,1013.0,8
795,2023-08-01,15,62.8,61,12,40.0,80.1,0.4843,38.79243,2.01,5.0,1013.0,8
796,2023-09-01,1,62.8,56,27,39.6,79.2,0.4843,38.35656,3.19,6.0,1004.0,9
797,2023-09-01,5,62.8,56,27,39.6,79.2,0.4843,38.35656,3.19,6.0,1004.0,9
798,2023-09-01,8,62.8,56,27,39.6,79.2,0.4843,38.35656,3.19,6.0,1004.0,9
799,2023-10-01,1,62.8,38,48,39.8,79.2,0.4843,38.35656,4.38,5.0,1016.0,10
800,2023-10-01,5,62.8,38,48,39.8,79.2,0.4843,38.35656,4.38,5.0,1016.0,10
801,2023-10-01,5,62.8,38,48,39.8,79.2,0.4843,38.35656,4.38,5.0,1016.0,10
802,2023-11-01,1,62.8,18,57,39.6,79.2,0.4843,38.35656,2.99,4.0,1019.0,11
803,2023-11-01,1,62.8,18,57,39.6,79.2,0.4843,38.35656,2.99,4.0,1019.0,11
804,2023-11-01,1,62.8,18,57,39.6,79.2,0.4843,38.35656,2.99,4.0,1019.0,11
805,2023-12-01,1,67.3,65,14,40.0,80.1,0.4843,38.79243,4.03,6.0,1019.0,12
806,2023-12-01,5,67.3,65,14,40.0,80.1,0.4843,38.79243,4.03,6.0,1019.0,12
807,2023-12-01,8,67.3,65,14,40.0,80.1,0.4843,38.79243,4.03,6.0,1019.0,12
808,2023-01-13,1,67.3,49,44,40.0,80.1,0.4843,38.79243,6.18,8.0,1014.0,1
809,2023-01-13,5,67.3,49,44,40.0,80.1,0.4843,38.79243,6.18,8.0,1014.0,1
810,2023-01-13,5,67.3,49,44,40.0,80.1,0.4843,38.79243,6.18,8.0,1014.0,1
811,2023-01-14,1,67.3,21,62,39.6,79.2,0.4843,38.35656,5.0,5.0,1020.0,1
812,2023-01-14,1,67.3,21,62,39.6,79.2,0.4843,38.35656,5.0,5.0,1020.0,1
813,2023-01-14,1,67.3,21,62,39.6,79.2,0.4843,38.35656,5.0,5.0,1020.0,1
814,2023-01-15,1,72.0,71,14,39.8,79.2,0.4843,38.35656,5.49,6.0,1007.0,1
815,2023-01-15,5,72.0,71,14,39.8,79.2,0.4843,38.35656,5.49,6.0,1007.0,1
816,2023-01-15,8,72.0,71,14,39.8,79.2,0.4843,38.35656,5.49,6.0,1007.0,1
817,2023-01-16,1,72.0,60,38,39.6,79.2,0.4843,38.35656,3.82,3.0,1001.0,1
818,2023-01-16,1,72.0,60,38,39.6,79.2,0.4843,38.35656,3.82,3.0,1001.0,1
819,2023-01-16,1,72.0,60,38,39.6,79.2,0.4843,38.35656,3.82,3.0,1001.0,1
820,2023-01-17,1,72.0,48,52,40.0,80.1,0.4843,38.79243,2.64,3.0,992.0,1
821,2023-01-17,1,72.0,48,52,40.0,80.1,0.4843,38.79243,2.64,3.0,992.0,1
822,2023-01-17,1,72.0,48,52,40.0,80.1,0.4843,38.79243,2.64,3.0,992.0,1
823,2023-01-18,1,72.0,23,67,39.6,79.2,0.4843,38.35656,5.14,2.0,991.0,1
824,2023-01-18,1,72.0,23,67,39.6,79.2,0.4843,38.35656,5.14,2.0,991.0,1
825,2023-01-18,1,72.0,23,67,39.6,79.2,0.4843,38.35656,5.14,2.0,991.0,1
826,2023-01-19,5,13.2,9,7,39.8,79.2,0.4843,38.35656,1.53,2.0,1005.0,1
827,2023-01-19,8,13.2,9,7,39.8,79.2,0.4843,38.35656,1.53,2.0,1005.0,1
828,2023-01-19,15,13.2,9,7,39.8,79.2,0.4843,38.35656,1.53,2.0,1005.0,1
829,2023-01-20,5,17.7,15,8,39.6,79.2,0.4843,38.35656,2.78,1.0,1012.0,1
830,2023-01-20,8,17.7,15,8,39.6,79.2,0.4843,38.35656,2.78,1.0,1012.0,1
831,2023-01-20,15,17.7,15,8,39.6,79.2,0.4843,38.35656,2.78,1.0,1012.0,1
832,2023-01-21,5,22.2,19,10,39.6,79.2,0.4843,38.35656,4.93,-2.0,1010.0,1
833,2023-01-21,8,22.2,19,10,39.6,79.2,0.4843,38.35656,4.93,-2.0,1010.0,1
834,2023-01-21,15,22.2,19,10,39.6,79.2,0.4843,38.35656,4.93,-2.0,1010.0,1
835,2023-01-22,5,26.7,24,10,39.8,79.2,0.4843,38.35656,0.9,-5.0,1024.0,1
836,2023-01-22,8,26.7,24,10,39.8,79.2,0.4843,38.35656,0.9,-5.0,1024.0,1
837,2023-01-22,15,26.7,24,10,39.8,79.2,0.4843,38.35656,0.9,-5.0,1024.0,1
838,2023-01-23,5,26.7,15,20,39.6,79.2,0.4843,38.35656,2.85,-4.0,1029.0,1
839,2023-01-23,8,26.7,15,20,39.6,79.2,0.4843,38.35656,2.85,-4.0,1029.0,1
840,2023-01-23,15,26.7,15,20,39.6,79.2,0.4843,38.35656,2.85,-4.0,1029.0,1
841,2023-01-24,5,31.3,26,16,40.0,80.1,0.4843,38.79243,3.89,0.0,1034.0,1
842,2023-01-24,8,31.3,26,16,40.0,80.1,0.4843,38.79243,3.89,0.0,1034.0,1
843,2023-01-24,15,31.3,26,16,40.0,80.1,0.4843,38.79243,3.89,0.0,1034.0,1
844,2023-01-25,5,31.3,14,28,39.6,79.2,0.4843,38.35656,3.06,-1.0,1033.0,1
845,2023-01-25,8,31.3,14,28,39.6,79.2,0.4843,38.35656,3.06,-1.0,1033.0,1
846,2023-01-25,15,31.3,14,28,39.6,79.2,0.4843,38.35656,3.06,-1.0,1033.0,1
847,2023-01-26,5,35.8,33,11,39.8,79.2,0.4843,38.35656,3.06,0.0,1028.0,1
848,2023-01-26,8,35.8,33,11,39.8,79.2,0.4843,38.35656,3.06,0.0,1028.0,1
849,2023-01-26,15,35.8,33,11,39.8,79.2,0.4843,38.35656,3.06,0.0,1028.0,1
850,2023-01-27,5,13.2,9,7,39.6,79.2,0.4843,38.35656,5.28,-4.0,1037.0,1
851,2023-01-27,8,13.2,9,7,39.6,79.2,0.4843,38.35656,5.28,-4.0,1037.0,1
852,2023-01-27,15,13.2,9,7,39.6,79.2,0.4843,38.35656,5.28,-4.0,1037.0,1
853,2023-01-28,5,17.7,15,8,40.0,80.1,0.4843,38.79243,3.61,-7.0,1037.0,1
854,2023-01-28,8,17.7,15,8,40.0,80.1,0.4843,38.79243,3.61,-7.0,1037.0,1
855,2023-01-28,15,17.7,15,8,40.0,80.1,0.4843,38.79243,3.61,-7.0,1037.0,1
856,2023-01-29,5,22.2,19,10,39.6,79.2,0.4843,38.35656,7.5,-1.0,1020.0,1
857,2023-01-29,8,22.2,19,10,39.6,79.2,0.4843,38.35656,7.5,-1.0,1020.0,1
858,2023-01-29,15,22.2,19,10,39.6,79.2,0.4843,38.35656,7.5,-1.0,1020.0,1
859,2023-01-30,5,26.7,24,10,39.8,79.2,0.4843,38.35656,6.11,-4.0,1019.0,1
860,2023-01-30,8,26.7,24,10,39.8,79.2,0.4843,38.35656,6.11,-4.0,1019.0,1
861,2023-01-30,15,26.7,24,10,39.8,79.2,0.4843,38.35656,6.11,-4.0,1019.0,1
862,2023-01-31,5,26.7,15,20,39.6,79.2,0.4843,38.35656,11.11,-3.0,1014.0,1
863,2023-01-31,8,26.7,15,20,39.6,79.2,0.4843,38.35656,11.11,-3.0,1014.0,1
864,2023-01-31,15,26.7,15,20,39.6,79.2,0.4843,38.35656,11.11,-3.0,1014.0,1
865,2023-01-02,5,31.3,26,16,40.0,80.1,0.4843,38.79243,8.06,2.0,1011.0,1
866,2023-01-02,8,31.3,26,16,40.0,80.1,0.4843,38.79243,8.06,2.0,1011.0,1
867,2023-01-02,15,31.3,26,16,40.0,80.1,0.4843,38.79243,8.06,2.0,1011.0,1
868,2023-02-02,5,31.3,14,28,40.0,80.1,0.4843,38.79243,8.61,2.0,1011.0,2
869,2023-02-02,8,31.3,14,28,40.0,80.1,0.4843,38.79243,8.61,2.0,1011.0,2
870,2023-02-02,15,31.3,14,28,40.0,80.1,0.4843,38.79243,8.61,2.0,1011.0,2
871,2023-03-02,5,35.8,33,11,39.6,79.2,0.4843,38.35656,7.78,1.0,1016.0,3
872,2023-03-02,8,35.8,33,11,39.6,79.2,0.4843,38.35656,7.78,1.0,1016.0,3
873,2023-03-02,15,35.8,33,11,39.6,79.2,0.4843,38.35656,7.78,1.0,1016.0,3
874,2023-04-02,5,35.8,19,28,39.8,79.2,0.4843,38.35656,8.61,0.0,1027.0,4
875,2023-04-02,8,35.8,19,28,39.8,79.2,0.4843,38.35656,8.61,0.0,1027.0,4
876,2023-04-02,15,35.8,19,28,39.8,79.2,0.4843,38.35656,8.61,0.0,1027.0,4
877,2023-05-02,1,40.3,21,32,39.6,79.2,0.4843,38.35656,3.61,-5.0,1037.0,5
878,2023-05-02,5,40.3,21,32,39.6,79.2,0.4843,38.35656,3.61,-5.0,1037.0,5
879,2023-05-02,8,40.3,21,32,39.6,79.2,0.4843,38.35656,3.61,-5.0,1037.0,5
880,2023-06-02,5,44.8,37,21,40.0,80.1,0.4843,38.79243,1.39,-6.0,1039.0,6
881,2023-06-02,8,44.8,37,21,40.0,80.1,0.4843,38.79243,1.39,-6.0,1039.0,6
882,2023-06-02,15,44.8,37,21,40.0,80.1,0.4843,38.79243,1.39,-6.0,1039.0,6
883,2023-07-02,1,44.8,26,34,39.6,79.2,0.4843,38.35656,1.94,-6.0,1041.0,7
884,2023-07-02,5,44.8,26,34,39.6,79.2,0.4843,38.35656,1.94,-6.0,1041.0,7
885,2023-07-02,8,44.8,26,34,39.6,79.2,0.4843,38.35656,1.94,-6.0,1041.0,7
886,2023-08-02,1,49.3,36,32,39.8,79.2,0.4843,38.35656,3.33,-5.0,1045.0,8
887,2023-08-02,5,49.3,36,32,39.8,79.2,0.4843,38.35656,3.33,-5.0,1045.0,8
888,2023-08-02,8,49.3,36,32,39.8,79.2,0.4843,38.35656,3.33,-5.0,1045.0,8
889,2023-09-02,1,53.8,47,24,39.6,79.2,0.4843,38.35656,1.67,-6.0,1038.0,9
890,2023-09-02,5,53.8,47,24,39.6,79.2,0.4843,38.35656,1.67,-6.0,1038.0,9
891,2023-09-02,8,53.8,47,24,39.6,79.2,0.4843,38.35656,1.67,-6.0,1038.0,9
892,2023-10-02,5,58.3,55,18,40.0,80.1,0.4843,38.79243,4.44,-2.0,1035.0,10
893,2023-10-02,8,58.3,55,18,40.0,80.1,0.4843,38.79243,4.44,-2.0,1035.0,10
894,2023-10-02,15,58.3,55,18,40.0,80.1,0.4843,38.79243,4.44,-2.0,1035.0,10
895,2023-11-02,1,58.3,32,46,39.6,79.2,0.4843,38.35656,6.94,-1.0,1028.0,11
896,2023-11-02,5,58.3,32,46,39.6,79.2,0.4843,38.35656,6.94,-1.0,1028.0,11
897,2023-11-02,5,58.3,32,46,39.6,79.2,0.4843,38.35656,6.94,-1.0,1028.0,11
898,2023-12-02,1,62.8,58,20,39.8,79.2,0.4843,38.35656,4.17,1.0,1038.0,12
899,2023-12-02,5,62.8,58,20,39.8,79.2,0.4843,38.35656,4.17,1.0,1038.0,12
900,2023-12-02,8,62.8,58,20,39.8,79.2,0.4843,38.35656,4.17,1.0,1038.0,12
901,2023-02-13,1,62.8,45,42,39.6,79.2,0.4843,38.35656,4.72,3.0,1036.0,2
902,2023-02-13,5,62.8,45,42,39.6,79.2,0.4843,38.35656,4.72,3.0,1036.0,2
903,2023-02-13,5,62.8,45,42,39.6,79.2,0.4843,38.35656,4.72,3.0,1036.0,2
904,2023-02-14,1,67.3,60,29,40.0,80.1,0.4843,38.79243,3.89,3.0,1036.0,2
905,2023-02-14,5,67.3,60,29,40.0,80.1,0.4843,38.79243,3.89,3.0,1036.0,2
906,2023-02-14,8,67.3,60,29,40.0,80.1,0.4843,38.79243,3.89,3.0,1036.0,2
